17,8
61,69
59,55
61,15
63,25
61,37
6,5
61,52
3,16
11,17
55,19
56,31
62,35
7,8
67,24
43,34
23,7
61,53
69,57
49,43
13,6
26,9
56,49
65,44
69,43
59,40
41,29
54,23
3,10
2,5
46,41
43,38
61,43
37,5
1,5
1,0
1,10
49,19
61,31
39,12
23,28
63,41
34,5
62,25
67,31
61,70
64,31
46,27
6,3
15,16
60,55
56,37
63,31
30,21
67,27
22,29
68,33
43,37
65,37
69,37
9,5
37,1
55,48
52,23
16,9
63,27
64,25
69,34
52,15
23,16
69,56
70,29
68,43
15,23
53,28
51,34
7,15
16,3
14,27
47,26
67,20
40,39
33,3
16,27
59,39
51,31
16,23
57,39
64,51
65,53
21,30
7,26
1,1
57,56
15,1
13,7
52,29
60,49
49,47
11,27
11,19
23,21
45,31
47,45
9,13
3,1
43,44
17,29
30,13
38,31
59,68
37,3
67,59
52,39
69,41
65,38
19,18
48,17
64,47
23,5
55,49
19,25
51,22
17,13
62,21
26,11
47,27
1,2
49,55
19,23
27,31
29,23
63,64
47,32
31,19
59,45
59,60
27,9
67,46
63,38
44,27
44,37
19,19
37,31
65,41
69,39
11,16
56,33
57,51
24,9
23,11
19,17
11,12
67,56
65,35
55,31
29,8
67,30
21,3
64,45
5,17
57,68
5,1
56,29
19,24
61,39
27,20
65,15
48,41
4,7
28,25
26,29
53,50
51,41
16,31
15,32
23,19
19,11
68,15
67,61
6,17
8,21
55,46
18,15
19,29
68,59
19,8
9,23
13,3
6,27
1,4
47,38
61,64
15,7
38,33
18,25
57,25
63,40
65,64
56,35
28,19
21,2
5,19
65,43
17,18
65,57
13,15
24,25
61,58
67,39
31,4
22,1
48,39
56,45
49,34
24,21
47,33
41,13
35,25
50,19
52,41
61,48
53,43
65,66
69,38
28,5
66,31
61,27
27,5
69,50
35,12
27,27
69,51
16,25
9,22
9,25
63,61
41,22
49,16
67,49
64,15
55,33
27,23
59,23
16,17
3,15
17,5
67,55
67,66
67,21
32,7
69,21
18,1
20,13
67,19
59,67
69,48
7,11
63,47
50,37
21,9
46,33
45,42
36,1
55,51
37,32
49,29
58,33
59,22
67,43
29,10
13,20
69,61
51,21
21,26
13,21
43,33
47,24
13,23
45,37
61,56
25,7
24,27
17,19
65,21
55,25
35,7
31,12
57,55
3,3
19,5
59,51
69,70
65,46
50,27
48,35
48,23
63,56
65,39
21,25
53,20
25,1
29,1
59,38
46,19
25,5
57,57
11,23
30,5
67,33
63,49
68,41
11,2
57,43
28,13
21,17
23,8
11,21
57,24
38,3
44,41
55,23
69,17
63,62
53,23
65,61
39,25
69,36
67,44
44,49
48,21
55,41
1,3
53,32
57,35
11,25
63,55
61,67
65,33
49,31
25,6
9,11
61,21
67,65
7,20
57,41
11,29
47,29
63,53
25,17
3,17
25,3
51,19
3,7
5,11
43,47
7,0
68,51
22,9
59,47
65,69
53,35
41,37
65,23
3,2
68,53
49,39
59,44
13,14
