97668,50157
97668,51385
98359,51385
98359,52575
97665,52575
97665,53785
97626,53785
97626,55034
97938,55034
97938,56284
98077,56284
98077,57485
97804,57485
97804,58599
97082,58599
97082,59720
96522,59720
96522,61011
96752,61011
96752,62293
96842,62293
96842,63219
95629,63219
95629,64637
96118,64637
96118,65759
95613,65759
95613,66948
95301,66948
95301,67785
94102,67785
94102,69157
94239,69157
94239,70372
93956,70372
93956,71497
93462,71497
93462,72391
92522,72391
92522,73588
92169,73588
92169,74677
91605,74677
91605,75577
90735,75577
90735,76527
89962,76527
89962,77334
88997,77334
88997,78807
88960,78807
88960,79327
87630,79327
87630,80406
87039,80406
87039,81692
86671,81692
86671,82145
85345,82145
85345,83121
84613,83121
84613,84404
84177,84404
84177,84975
83027,84975
83027,85494
81855,85494
81855,86592
81204,86592
81204,87652
80495,87652
80495,87676
78965,87676
78965,88740
78250,88740
78250,89295
77157,89295
77157,89838
76067,89838
76067,90648
75150,90648
75150,91244
74096,91244
74096,92217
73250,92217
73250,92230
71882,92230
71882,93396
71109,93396
71109,93796
69948,93796
69948,94048
68730,94048
68730,94809
67727,94809
67727,94758
66408,94758
66408,95089
65245,95089
65245,96007
64268,96007
64268,96250
63068,96250
63068,96202
61799,96202
61799,96958
60733,96958
60733,97436
59585,97436
59585,96828
58233,96828
58233,97534
57121,97534
57121,97396
55877,97396
55877,98131
54733,98131
54733,97773
53479,97773
53479,98175
52283,98175
52283,98456
51067,98456
51067,97614
49842,97614
49842,98235
48618,98235
48618,97487
47434,97487
47434,98106
46176,98106
46176,97992
44959,97992
44959,97234
43825,97234
43825,97343
42587,97343
42587,97475
41328,97475
41328,97086
40161,97086
40161,96999
38929,96999
38929,96224
37868,96224
37868,96534
36518,96534
36518,95278
35629,95278
35629,95798
34176,95798
34176,94596
33315,94596
33315,94217
32167,94217
32167,94017
30938,94017
30938,93419
29875,93419
29875,93320
28572,93320
28572,92335
27707,92335
27707,91771
26634,91771
26634,91292
25508,91292
25508,90722
24430,90722
24430,89993
23451,89993
23451,89058
22622,89058
22622,88249
21717,88249
21717,87950
20423,87950
20423,87200
19461,87200
19461,86247
18673,86247
18673,85600
17622,85600
17622,84972
16535,84972
16535,83818
15957,83818
15957,83194
14847,83194
14847,82131
14198,82131
14198,81126
13499,81126
13499,80183
12731,80183
12731,79509
11615,79509
11615,78372
11092,78372
11092,77532
10163,77532
10163,76010
10248,76010
10248,75053
9507,75053
9507,74092
8762,74092
8762,73055
8135,73055
8135,72149
7253,72149
7253,70795
7249,70795
7249,70085
5902,70085
5902,68911
5525,68911
5525,67490
5790,67490
5790,66691
4469,66691
4469,65248
4903,65248
4903,64335
3774,64335
3774,63137
3507,63137
3507,61856
3575,61856
3575,60662
3352,60662
3352,59529
2838,59529
2838,58343
2546,58343
2546,57131
2395,57131
2395,55892
2480,55892
2480,54676
2452,54676
2452,53518
1692,53518
1692,52280
1887,52280
1887,51047
2466,51047
2466,50147
94584,50147
94584,48634
2325,48634
2325,47435
2529,47435
2529,46159
1677,46159
1677,45037
2751,45037
2751,43735
2074,43735
2074,42540
2355,42540
2355,41440
3136,41440
3136,40187
3040,40187
3040,39003
3312,39003
3312,37702
3141,37702
3141,36629
3850,36629
3850,35406
4019,35406
4019,34280
4503,34280
4503,33068
4742,33068
4742,32005
5379,32005
5379,30924
5950,30924
5950,29889
6610,29889
6610,28717
6971,28717
6971,27573
7409,27573
7409,26669
8292,26669
8292,25449
8608,25449
8608,24676
9669,24676
9669,23306
9786,23306
9786,22403
10628,22403
10628,21705
11733,21705
11733,20341
11945,20341
11945,19857
13281,19857
13281,18293
13312,18293
13312,17548
14319,17548
14319,16511
15002,16511
15002,16236
16458,16236
16458,15367
17296,15367
17296,14521
18158,14521
18158,13110
18542,13110
18542,13065
20086,13065
20086,11920
20724,11920
20724,10924
21504,10924
21504,10871
22957,10871
22957,9785
23686,9785
23686,9422
24893,9422
24893,8528
25771,8528
25771,8112
26930,8112
26930,7439
27946,7439
27946,7070
29117,7070
29117,6038
29976,6038
29976,5771
31192,5771
31192,4984
32190,4984
32190,4519
33326,4519
33326,4219
34520,4219
34520,4482
35883,4482
35883,3439
36843,3439
36843,3095
38020,3095
38020,2870
39227,2870
39227,3158
40535,3158
40535,2565
41659,2565
41659,2852
42936,2852
42936,2524
44112,2524
44112,2000
45279,2000
45279,1788
46488,1788
46488,2310
47739,2310
47739,2367
48950,2367
48950,1804
50159,1804
50159,2234
51368,2234
51368,2144
52585,2144
52585,2549
53771,2549
53771,2273
55012,2273
55012,2455
56214,2455
56214,2142
57493,2142
57493,3027
58579,3027
58579,3427
59731,3427
59731,2947
61082,2947
61082,3867
62107,3867
62107,4342
63227,4342
63227,3931
64621,3931
64621,4462
65733,4462
65733,5072
66808,5072
66808,5293
68029,5293
68029,5570
69240,5570
69240,6136
70329,6136
70329,6925
71305,6925
71305,7721
72262,7721
72262,8355
73294,8355
73294,8527
74598,8527
74598,9036
75720,9036
75720,10333
76330,10333
76330,10765
77501,10765
77501,11424
78523,11424
78523,12187
79469,12187
79469,13065
80319,13065
80319,13864
81229,13864
81229,14274
82492,14274
82492,15569
82946,15569
82946,15997
84228,15997
84228,16975
84972,16975
84972,18086
85559,18086
85559,18601
86820,18601
86820,19675
87442,19675
87442,20608
88231,20608
88231,21531
89038,21531
89038,22646
89577,22646
89577,23868
89936,23868
89936,24672
90934,24672
90934,25781
91453,25781
91453,26818
92092,26818
92092,27910
92630,27910
92630,28912
93351,28912
93351,30291
93269,30291
93269,31123
94390,31123
94390,32350
94611,32350
94611,33635
94637,33635
94637,34545
95707,34545
95707,35695
96123,35695
96123,36876
96442,36876
96442,38138
96445,38138
96445,39253
97013,39253
97013,40456
97229,40456
97229,41635
97573,41635
97573,42864
97628,42864
97628,44148
97188,44148
97188,45339
97389,45339
97389,46492
98162,46492
98162,47736
97751,47736
97751,48931
98481,48931
98481,50157
